EVT_UDX_STA_UPD_REQUEST,EVT_UDX_STA_PDU_REQUEST,EVT_UDX_DL_CLEANUP_MEM,EVT_UDX_CONFIG_REQUEST,EVT_UDX_CONFIG_CONFIRM,EVT_TIMER_TICK_INDICATION,EVT_SCTP_USER_PAYLOAD_REQUEST,EVT_SCTP_USER_PAYLOAD_INDICATION,EVT_SCTP_CONFIG_RESPONSE,EVT_SCTP_CONFIG_REQUEST,EVT_SCTP_ASSOC_STATUS,EVT_RRM_UE_RECONFIG_RESPONSE,EVT_RRM_UE_RECONFIG_REQUEST,EVT_RRM_UE_ADMIT_REQUEST,EVT_RRM_UE_ADMIT_CONFIRM,EVT_RRM_CELL_ADD_REQUEST,EVT_RRM_CELL_ADD_CONFIRM,EVT_RLC_UE_CONFIG_CONFIRM,EVT_RLC_REQ_FLW_CTRL_INFO,EVT_RLC_FLW_CTRL_INFO_INDICATION,EVT_RGR_LVL2_CONFIG_CONFIRM,EVT_RGR_LVL1_TTI_INDICATION,EVT_RGR_LVL1_SI_CONFIG_CONFIRM,EVT_RGR_LVL1_CONFIG_CONFIRM,EVT_RGR_LVL1_CCCH_DATA_INDICATION,EVT_OAM_DU_CONFIG_REQUEST,EVT_OAM_CELL_CONFIG_REQUEST,EVT_NRUP_EGTPU_DATA_INDICATION,EVT_NRUP_ADD_RAB_RESPONSE,EVT_NRUP_ADD_RAB_REQUEST,EVT_KWU_DATA_REQUEST,EVT_KWU_DATA_INDICATION,EVT_F1AP_UE_MSG_TX,EVT_F1AP_UE_MSG_RX,EVT_F1AP_UE_ID_RESPONSE,EVT_F1AP_UE_ID_REQUEST,EVT_F1AP_MGMT_MSG_TX,EVT_F1AP_MGMT_MSG_RX,EVT_EGTP_TTI_INDICATION,EVT_EGTP_INIT_REQUEST,EVT_EGTP_ADD_TUNNEL_RESPONSE,EVT_EGTP_ADD_TUNNEL_REQUEST,EVT_CTF_CONFIG_CONFIRM,EVT_CKW_UL_CONFIG_REQUEST,EVT_APP_UE_RRC_RECONFIG_DELIVERY_INDICATION,EVT_APP_LCL_CELL_ADD_RSP,EVT_APP_LCL_CELL_ADD_REQ
0.0,0.0,0.0,0.0,0.0,0.0,0.0007579484615384615,0.0068882076923076924,0.0016446153846153848,0.023563076923076923,0.00669076923076923,0.0,0.0,0.0,0.0,0.0018061538461538462,0.0036184615384615383,0.0,0.0,0.0,0.004946153846153847,0.002495323076923077,0.00466,0.006073846153846154,0.0,0.01738769230769231,0.00965846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005237946153846154,0.001209746153846154,0.005027953846153847,29.028076923076924,0.0,0.0,0.004993846153846154,0.0,0.0,0.18900769230769232,0.005613846153846154
0.0,0.0,0.0,0.0,0.0,0.0,0.0007579484615384615,0.0068882076923076924,0.0016446153846153848,0.023563076923076923,0.00669076923076923,0.0,0.0,0.0,0.0,0.0018061538461538462,0.0036184615384615383,0.0,0.0,0.0,0.004946153846153847,0.002434623076923077,0.00466,0.006073846153846154,0.0,0.01738769230769231,0.00965846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005237946153846154,0.001209746153846154,0.005009684615384616,29.028076923076924,0.0,0.0,0.004993846153846154,0.0,0.0,0.18900769230769232,0.005613846153846154
0.0,0.0,0.0,0.0,0.0,0.0,0.0007579484615384615,0.0068882076923076924,0.0016446153846153848,0.023563076923076923,0.00669076923076923,0.0,0.0,0.0,0.0,0.0018061538461538462,0.0036184615384615383,0.0,0.0,0.0,0.004946153846153847,0.0024444230769230767,0.00466,0.006073846153846154,0.0,0.01738769230769231,0.00965846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005237946153846154,0.001209746153846154,0.004996230769230769,29.028076923076924,0.0,0.0,0.004993846153846154,0.0,0.0,0.18900769230769232,0.005613846153846154
0.0,0.0,0.0,0.0,0.0,0.0,0.0007579484615384615,0.0068882076923076924,0.0016446153846153848,0.023563076923076923,0.00669076923076923,0.0,0.0,0.0,0.0,0.0018061538461538462,0.0036184615384615383,0.0,0.0,0.0,0.004946153846153847,0.0024477923076923077,0.00466,0.006073846153846154,0.0,0.01738769230769231,0.00965846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005237946153846154,0.001209746153846154,0.004964246153846155,29.028076923076924,0.0,0.0,0.004993846153846154,0.0,0.0,0.18900769230769232,0.005613846153846154
0.0,0.0,0.0,0.0,0.0,0.0,0.0007579484615384615,0.0068882076923076924,0.0016446153846153848,0.023563076923076923,0.00669076923076923,0.0,0.0,0.0,0.0,0.0018061538461538462,0.0036184615384615383,0.0,0.0,0.0,0.004946153846153847,0.0024618923076923076,0.00466,0.006073846153846154,0.0,0.01738769230769231,0.00965846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005237946153846154,0.001209746153846154,0.004949953846153846,29.028076923076924,0.0,0.0,0.004993846153846154,0.0,0.0,0.18900769230769232,0.005613846153846154
0.0,0.0,0.0,0.0,0.0,0.0,0.0007579484615384615,0.0068882076923076924,0.0016446153846153848,0.023563076923076923,0.00669076923076923,0.0,0.0,0.0,0.0,0.0018061538461538462,0.0036184615384615383,0.0,0.0,0.0,0.004946153846153847,0.0024713384615384615,0.00466,0.006073846153846154,0.0,0.01738769230769231,0.00965846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005237946153846154,0.001209746153846154,0.0049403923076923074,29.028076923076924,0.0,0.0,0.004993846153846154,0.0,0.0,0.18900769230769232,0.005613846153846154
0.0,0.0,0.0,0.0,0.0,0.0,0.0007579484615384615,0.0068882076923076924,0.0016446153846153848,0.023563076923076923,0.00669076923076923,0.0,0.0,0.0,0.0,0.0018061538461538462,0.0036184615384615383,0.0,0.0,0.0,0.004946153846153847,0.002479223076923077,0.00466,0.006073846153846154,0.0,0.01738769230769231,0.00965846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005237946153846154,0.001209746153846154,0.004934084615384616,29.028076923076924,0.0,0.0,0.004993846153846154,0.0,0.0,0.18900769230769232,0.005613846153846154
0.004832307692307692,0.00915,0.005131792307692308,0.0018846153846153848,0.0008584615384615384,0.0029578615384615384,0.00061986,0.0060234153846153845,0.0016446153846153848,0.023563076923076923,0.00669076923076923,0.0,0.0,0.002573846153846154,0.005826153846153846,0.0018061538461538462,0.0036184615384615383,0.000896923076923077,0.0,0.0,0.004946153846153847,0.002486746153846154,0.00466,0.005523461538461539,0.005176923076923077,0.01738769230769231,0.00965846153846154,0.0,0.0,0.0,0.002246769230769231,0.004836484615384616,0.004600961538461539,0.0007343592307692307,0.001053846153846154,0.003604615384615385,0.005237946153846154,0.001209746153846154,0.004938323076923077,29.028076923076924,0.0,0.0,0.004993846153846154,0.000963076923076923,0.0,0.18900769230769232,0.005613846153846154
0.0041828384615384614,0.008451384615384614,0.010369692307692307,0.001085476923076923,0.0006495684615384615,0.0030396923076923075,0.0006588646153846153,0.005467161538461539,0.0016446153846153848,0.023563076923076923,0.00669076923076923,0.005037076923076923,0.0012102307692307692,0.0013292307692307694,0.0021681307692307692,0.0018061538461538462,0.0036184615384615383,0.0012153846153846154,0.0,0.0,0.004946153846153847,0.0025086307692307693,0.00466,0.01709523076923077,0.005288353846153847,0.01738769230769231,0.00965846153846154,0.0,0.0007653076923076923,0.001844076923076923,0.0030311384615384616,0.004141069230769231,0.027745307692307694,0.0008889538461538463,0.0006450546153846154,0.0016682769230769233,0.005237946153846154,0.001209746153846154,0.005007861538461539,29.028076923076924,0.0010293076923076924,0.0025233846153846153,0.004993846153846154,0.0009632615384615385,0.004871153846153846,0.18900769230769232,0.005613846153846154
0.004282299999999999,0.008686846153846154,0.010197153846153845,0.001503746153846154,0.001008869230769231,0.0,0.0013241076923076922,0.006595661538461539,0.0016446153846153848,0.023563076923076923,0.00669076923076923,0.005207546153846154,0.0041313923076923085,0.001313946153846154,0.0020710615384615383,0.0018061538461538462,0.0036184615384615383,0.0014160307692307693,0.0,0.0,0.004946153846153847,0.0025364461538461536,0.00466,0.022704615384615386,0.005336053846153846,0.01738769230769231,0.00965846153846154,0.0,0.0014581692307692306,0.004870676923076923,0.004159523076923077,0.004122838461538461,0.028521846153846155,0.0018553923076923078,0.0006373076923076923,0.0015924538461538462,0.005237946153846154,0.001209746153846154,0.00503,29.028076923076924,0.003401969230769231,0.005210623076923077,0.004993846153846154,0.003740815384615385,0.004836446153846154,0.18900769230769232,0.005613846153846154
