EVT_UDX_STA_UPD_REQUEST,EVT_UDX_STA_PDU_REQUEST,EVT_UDX_DL_CLEANUP_MEM,EVT_UDX_CONFIG_REQUEST,EVT_UDX_CONFIG_CONFIRM,EVT_TIMER_TICK_INDICATION,EVT_SCTP_USER_PAYLOAD_REQUEST,EVT_SCTP_USER_PAYLOAD_INDICATION,EVT_SCTP_CONFIG_RESPONSE,EVT_SCTP_CONFIG_REQUEST,EVT_SCTP_ASSOC_STATUS,EVT_RRM_UE_RECONFIG_RESPONSE,EVT_RRM_UE_RECONFIG_REQUEST,EVT_RRM_UE_ADMIT_REQUEST,EVT_RRM_UE_ADMIT_CONFIRM,EVT_RRM_CELL_ADD_REQUEST,EVT_RRM_CELL_ADD_CONFIRM,EVT_RLC_UE_CONFIG_CONFIRM,EVT_RLC_REQ_FLW_CTRL_INFO,EVT_RLC_FLW_CTRL_INFO_INDICATION,EVT_RGR_LVL2_CONFIG_CONFIRM,EVT_RGR_LVL1_TTI_INDICATION,EVT_RGR_LVL1_SI_CONFIG_CONFIRM,EVT_RGR_LVL1_CONFIG_CONFIRM,EVT_RGR_LVL1_CCCH_DATA_INDICATION,EVT_OAM_DU_CONFIG_REQUEST,EVT_OAM_CELL_CONFIG_REQUEST,EVT_NRUP_EGTPU_DATA_INDICATION,EVT_NRUP_ADD_RAB_RESPONSE,EVT_NRUP_ADD_RAB_REQUEST,EVT_KWU_DATA_REQUEST,EVT_KWU_DATA_INDICATION,EVT_F1AP_UE_MSG_TX,EVT_F1AP_UE_MSG_RX,EVT_F1AP_UE_ID_RESPONSE,EVT_F1AP_UE_ID_REQUEST,EVT_F1AP_MGMT_MSG_TX,EVT_F1AP_MGMT_MSG_RX,EVT_EGTP_TTI_INDICATION,EVT_EGTP_INIT_REQUEST,EVT_EGTP_ADD_TUNNEL_RESPONSE,EVT_EGTP_ADD_TUNNEL_REQUEST,EVT_CTF_CONFIG_CONFIRM,EVT_CKW_UL_CONFIG_REQUEST,EVT_APP_UE_RRC_RECONFIG_DELIVERY_INDICATION,EVT_APP_LCL_CELL_ADD_RSP,EVT_APP_LCL_CELL_ADD_REQ
0,0,0,0,0,1982,3,3,1,1,1,0,0,0,0,1,1,0,0,0,1,198,3,2,0,1,1,0,0,0,0,0,0,0,0,0,3,3,3965,1,0,0,1,0,0,2,1
0,0,0,0,0,11983,3,3,1,1,1,0,0,0,0,1,1,0,0,0,1,1198,3,2,0,1,1,0,0,0,0,0,0,0,0,0,3,3,23967,1,0,0,1,0,0,2,1
0,0,0,0,0,21984,3,3,1,1,1,0,0,0,0,1,1,0,0,0,1,2198,3,2,0,1,1,0,0,0,0,0,0,0,0,0,3,3,43969,1,0,0,1,0,0,2,1
0,0,0,0,0,31985,3,3,1,1,1,0,0,0,0,1,1,0,0,0,1,3198,3,2,0,1,1,0,0,0,0,0,0,0,0,0,3,3,63970,1,0,0,1,0,0,2,1
0,0,0,0,0,41986,3,3,1,1,1,0,0,0,0,1,1,0,0,0,1,4198,3,2,0,1,1,0,0,0,0,0,0,0,0,0,3,3,83973,1,0,0,1,0,0,2,1
0,0,0,0,0,51987,3,3,1,1,1,0,0,0,0,1,1,0,0,0,1,5198,3,2,0,1,1,0,0,0,0,0,0,0,0,0,3,3,103974,1,0,0,1,0,0,2,1
0,0,0,0,0,61988,3,3,1,1,1,0,0,0,0,1,1,0,0,0,1,6199,3,2,0,1,1,0,0,0,0,0,0,0,0,0,3,3,123976,1,0,0,1,0,0,2,1
0,0,0,0,0,71989,3,3,1,1,1,0,0,0,0,1,1,0,0,0,1,7199,3,2,0,1,1,0,0,0,0,0,0,0,0,0,3,3,143978,1,0,0,1,0,0,2,1
0,0,0,0,0,81990,3,3,1,1,1,0,0,0,0,1,1,0,0,0,1,8199,3,2,0,1,1,0,0,0,0,0,0,0,0,0,3,3,163980,1,0,0,1,0,0,2,1
53,92,53,23,23,91994,131,107,1,1,1,11,11,13,13,1,1,23,0,0,1,9199,3,70,13,1,1,0,11,11,70,93,128,104,13,13,3,3,183988,1,11,11,1,23,11,2,1
72,127,72,32,32,101999,179,147,1,1,1,16,16,16,16,1,1,32,0,0,1,10200,3,98,16,1,1,0,16,16,96,128,176,144,16,16,3,3,203999,1,16,16,1,32,16,2,1
