EVT_UDX_STA_PHBT_START_TIMER,EVT_TFU_RA_REQUEST_INDICATION,EVT_TFU_CRC_INDICATION,EVT_RGR_LVL2_CONFIG_REQUEST,EVT_RGR_LVL1_SI_CONFIG_REQUEST,EVT_RGR_LVL1_CONFIG_REQUEST,EVT_RGR_LVL1_CCCH_DATA_REQUEST,EVT_L1_MSG_INDICATION,EVT_KW_UMUL_REASSEMBLE_TIMER,EVT_KW_AMUL_STA_PROH_TIMER,EVT_CTF_CONFIG_REQUEST,EVT_COMMON_UE_ACK_INDICATION
0,0,0,1,3,2,0,6451,0,0,1,0
0,0,0,1,3,2,0,27453,0,0,1,0
0,0,0,1,3,2,0,48455,0,0,1,0
0,0,0,1,3,2,0,69457,0,0,1,0
0,0,0,1,3,2,0,90459,0,0,1,0
0,0,0,1,3,2,0,111461,0,0,1,0
0,0,0,1,3,2,0,132462,0,0,1,0
0,0,0,1,3,2,0,153464,0,0,1,0
0,0,0,1,3,2,0,174466,0,0,1,0
0,0,0,1,3,2,0,195469,0,0,1,0
0,0,0,1,3,2,0,216471,0,0,1,0
0,0,0,1,3,2,0,237473,0,0,1,0
0,0,0,1,3,2,0,258474,0,0,1,0
0,0,0,1,3,2,0,279476,0,0,1,0
0,0,0,1,3,2,0,300478,0,0,1,0
0,0,0,1,3,2,0,321480,0,0,1,0
0,0,0,1,3,2,0,342481,0,0,1,0
0,0,0,1,3,2,0,363484,0,0,1,0
0,0,0,1,3,2,0,384485,0,0,1,0
0,0,0,1,3,2,0,405487,0,0,1,0
0,0,0,1,3,2,0,426490,0,0,1,0
0,0,0,1,3,2,0,447492,0,0,1,0
0,0,0,1,3,2,0,468493,0,0,1,0
0,0,0,1,3,2,0,489495,0,0,1,0
0,0,0,1,3,2,0,510497,0,0,1,0
0,0,0,1,3,2,0,531499,0,0,1,0
0,0,0,1,3,2,0,552500,0,0,1,0
0,0,0,1,3,2,0,573502,0,0,1,0
0,0,0,1,3,2,0,594504,0,0,1,0
0,0,0,1,3,2,0,615505,0,0,1,0
7,1,1214,1,3,8,1,640316,0,7,1,2
7,1,5215,1,3,8,1,673326,0,7,1,2
7,1,9215,1,3,8,1,706330,2,7,1,2
7,1,13218,1,3,8,1,739354,4,7,1,2
7,1,17219,1,3,8,1,772361,6,7,1,2
7,1,21220,1,3,8,1,805367,6,7,1,2
7,1,25220,1,3,8,1,838371,6,7,1,2
